Date,Close,High,Low,Open,Volume,Return,Log_Return
2018-01-04,140.90097045898438,141.52123087955422,140.49050236673446,141.35704921002184,14207100,0.002660924819590127,0.0026573908268801446
2018-01-05,141.19288635253906,141.36619854505648,140.41756064709548,141.2749911247572,19883900,0.002071780574709914,0.0020696373969539055
2018-01-08,141.41183471679688,141.63075761815583,140.01623427689205,141.13818456970435,18457300,0.0015507039335616035,0.0015495028337566233
2018-01-09,141.22030639648438,141.84056714753893,141.13820159955253,141.6034110812698,16571300,-0.0013544009290034076,-0.0013553189589556888
2018-01-10,141.23849487304688,141.5395085841413,140.39931145958153,140.9010009780722,18516800,0.00012879505098539745,0.00012878675761490737
2018-01-11,143.66488647460938,143.8108350965298,141.36624439385616,141.44834919270303,26522400,0.017179392939180582,0.017033495747937753
2018-01-12,144.266845703125,144.90535322327187,143.6374547481159,143.82900004494996,24089800,0.004190023347298677,0.004181269643104294
2018-01-16,142.42434692382812,145.40710742571048,142.11421654999788,144.90541775132257,27704700,-0.012771463674255412,-0.012853719922066806
2018-01-17,143.77432250976562,144.0662197161036,142.55203427468126,143.02636027576804,18571600,0.009478545031766927,0.00943390548078167
2018-01-18,142.7891387939453,143.66481617856704,142.65232072685748,143.40941317438984,17903600,-0.0068522925277800795,-0.006875877285744935
2018-01-19,144.66822814941406,144.7503190084401,142.79830193386823,142.9624836519203,31040900,0.013159889970205674,0.013074050886655624
2018-01-22,145.44354248046875,145.44354248046875,144.40368325921168,144.48577411178994,12702400,0.005359257806447637,0.0053449480878754105
2018-01-23,145.90872192382812,146.21885213787056,144.7320309375802,145.25196740090348,16904600,0.0031983506137567286,0.0031932467701244888
2018-01-24,145.00570678710938,146.5198918688543,144.48577023123417,146.2736053993123,20340900,-0.006188904438421239,-0.006208135093007761
2018-01-25,145.0604248046875,145.8722445275656,144.31246279587947,145.6168415081267,20290900,0.0003773507870172832,0.0003772796081147655
2018-01-26,145.5803680419922,145.66245889093648,144.82327551430083,145.51651032497688,16120300,0.0035843217611195577,0.003577913388423874
2018-01-29,144.75946044921875,145.8175669865543,144.6864861447378,145.08783786017028,18293300,-0.005638861913968007,-0.0056548203155677955
2018-01-30,143.3729248046875,144.32157650245725,142.96245666860767,143.81077047369834,24533800,-0.009578204009800362,-0.009624370034066961
2018-01-31,142.62498474121094,144.50402745811098,142.2236331087813,143.88376687593612,27468900,-0.005216745522178989,-0.005230400248624998
2018-02-01,143.07199096679688,143.4003684106477,141.8679356998682,142.0503645201349,21413000,0.0031341368863038177,0.003129235717245762
