Date,Close,High,Low,Open,Volume,Return,Log_Return
2018-01-04,152.68270874023438,153.13986705213327,152.46365583514958,152.9398666487778,24776100,0.001749871229940636,0.0017483419890031932
2018-01-05,154.21607971191406,154.32084665291066,153.12080085560254,153.4065301976658,26992300,0.010042859367189294,0.009992764969847322
2018-01-08,154.81614685058594,154.89234232885323,154.15897356673187,154.21611654223196,23159100,0.003891080228422661,0.003883529556260073
2018-01-09,154.82562255859375,155.28278076761077,154.35894536725462,155.12087087135052,24782400,6.120619974447905e-05,6.120432672146216e-05
2018-01-10,154.46371459960938,154.4923006152849,153.45415011717515,154.13989477180954,34004000,-0.0023375198045620937,-0.00234025606886009
2018-01-11,155.52090454101562,155.53043805726432,154.49230208209713,154.7304074635281,20473500,0.0068442607647150044,0.006820945137040771
2018-01-12,156.66384887695312,156.82575882016917,155.18759235223988,155.38759276858843,37762700,0.007349136370513376,0.007322263051288942
2018-01-16,156.2161865234375,158.5019924277315,155.7494947326577,157.70196181450854,41231800,-0.0028574706719175502,-0.002861561035158282
2018-01-17,157.9019317626953,158.14003710402642,156.19710391319526,156.9590439120141,33849900,0.010791104793771877,0.010733296328728393
2018-01-18,157.93055725097656,158.29246757796307,157.28290300361067,157.65434684762334,26432200,0.000181286498282196,0.00018127006787067748
2018-01-19,158.42575073242188,158.68290854477806,157.66381080905248,158.3971792569151,38937600,0.0031355140516498015,0.0031306085789100354
2018-01-22,160.12112426757812,160.12112426757812,158.18770946717763,158.36867190719167,26081400,0.01070137605356658,0.010644521583222918
2018-01-23,161.44491577148438,161.58778767416203,160.54011851903715,160.61631396057302,37989700,0.008267438228163337,0.008233450161733026
2018-01-24,160.39730834960938,162.14024143905309,159.47345833171627,161.78783560164726,54287400,-0.006488946504563997,-0.006510091238934968
2018-01-25,160.34014892578125,161.55924715837105,159.82583323005903,161.502104199468,28925000,-0.0003563614902036827,-0.0003564250020487648
2018-01-26,162.79737854003906,162.81643103670896,160.92112180276413,161.23540806743483,32038200,0.015325104976640747,0.015208861678102871
2018-01-29,162.0069122314453,162.77837136533225,161.6640398905178,162.4545515246784,37277800,-0.004855522341223328,-0.004867348687415343
2018-01-30,160.6735076904297,161.35925234819194,159.8353866342307,160.53065027539552,44987700,-0.008230541046981399,-0.008264598955360004
2018-01-31,161.3402099609375,161.9021497384906,160.33064541062174,161.57831535611763,42449200,0.004149422515828505,0.004140837402867879
2018-02-01,159.96873474121094,161.65451047177095,159.4544189503825,160.1020731809072,38037900,-0.008500517137411734,-0.008536852593185623
2018-02-02,156.77810668945312,159.72108569276753,156.64476825821944,159.34012289861386,68478100,-0.019945322796479203,-0.02014691580907746
2018-02-05,150.59689331054688,157.86387450697472,150.48260737316446,155.31139168676873,105372200,-0.039426508646070224,-0.04022478605772396
2018-02-06,154.58753967285156,154.77802107655978,147.7205884260533,148.3967995891374,118537900,0.02649886245711297,0.02615384930001991
2018-02-07,152.5875244140625,155.7686101851965,152.5779908937287,154.09233828065229,91028300,-0.01293775205311909,-0.013022173708693954
2018-02-08,146.1490478515625,153.14935032855965,146.1490478515625,152.97790693483933,94184800,-0.04219530126872306,-0.04311138533156128
2018-02-09,148.67303466796875,149.75879483550054,142.987075899557,148.2158617837855,113836600,0.017269950461598294,0.01712251985932324
2018-02-12,151.31117248535156,152.3397892686697,149.01584811832106,150.19684126995594,63050600,0.01774456156945048,0.017588964804704614
