ds,yhat,yhat_lower,yhat_upper
2018-01-04,0.0014152165955278041,-0.01490037691244684,0.01732256684290073
2018-01-05,0.0018940552432667205,-0.01302047278970093,0.01785467477565893
2018-01-08,0.0016161659844412036,-0.01451389954949907,0.01721069678595983
2018-01-09,0.0018206686129769699,-0.014698867392003717,0.017395542826559682
2018-01-10,0.0015316185389328465,-0.012890302169046875,0.017881036206481404
2018-01-11,0.0013155545859858996,-0.01318082220081021,0.016875171268236965
2018-01-12,0.0016822047774509854,-0.012996187670244838,0.01830738864012071
2018-01-16,0.0012756609381500855,-0.01414985333318329,0.016935003306730798
2018-01-17,0.0009396840742570195,-0.012613033067900849,0.017115629691130074
2018-01-18,0.0006929633690277671,-0.015283167414879504,0.01561027235024197
2018-01-19,0.0010453870898001955,-0.01431957231934094,0.016849722788425888
2018-01-22,0.0005482049821334445,-0.014802346600633672,0.01595113697962007
2018-01-23,0.0007349042017278811,-0.013851493085765318,0.01608443670612882
2018-01-24,0.0004549119095640683,-0.014661735691509761,0.01566727207837462
2018-01-25,0.0002732419193860209,-0.014633768929263876,0.01662515330972646
2018-01-26,0.000697435193785637,-0.014577461456255023,0.015675990492369667
2018-01-29,0.00042992671867434157,-0.015848745198709588,0.016207773893430172
2018-01-30,0.0006889604750466368,-0.01590836427803951,0.016286447229450638
2018-01-31,0.00047474733077360574,-0.015016520601658966,0.01610560418615218
2018-02-01,0.0003498190581216272,-0.015133334168630875,0.017504023637901735
2018-02-02,0.0008194517375514753,-0.014837434488438042,0.016488499371073776
2018-02-05,0.000602310625425039,-0.015073528415257229,0.01655034014477361
2018-02-06,0.0008452938411074315,-0.014043190871477254,0.016142878316732934
2018-02-07,0.0005975790971368719,-0.016124849071181623,0.016035574191598415
2018-02-08,0.0004217703704617595,-0.015763699591594935,0.015661640267584622
2018-02-09,0.0008236911221301975,-0.015300791703678677,0.016787971117641062
2018-02-12,0.0003148381303875571,-0.015664810755101902,0.015033988605965458
2018-02-13,0.0004373391562713467,-0.014866615055331798,0.016949562886461454
2018-02-14,6.15959451851192e-05,-0.01737193846095784,0.01596050882059819
2018-02-15,-0.00024688873054471826,-0.01818843565979174,0.0156233810614157
2018-02-16,2.0821842119397947e-05,-0.013695995900688566,0.015876210542886713
2018-02-20,-0.000852023345648103,-0.016824761367860753,0.013606797833389488
2018-02-21,-0.001320600364267152,-0.01599929497692581,0.014197206863191938
2018-02-22,-0.0017044403882860502,-0.018286645961424545,0.013722297412918779
2018-02-23,-0.0014920886939354945,-0.016741298882306927,0.013060909870074053
2018-02-26,-0.002406713950665061,-0.018072815250097553,0.012338553944350593
2018-02-27,-0.002350023777819199,-0.017524044808346812,0.012015526364809308
2018-02-28,-0.0027508032124858046,-0.01810012888545883,0.012324865824149003
2018-03-01,-0.0030410261786271904,-0.018252751173957173,0.013505978303015106
2018-03-02,-0.0027100732783180677,-0.018864142815893527,0.0134341497119963
2018-03-05,-0.0031349895188300934,-0.018646794281262515,0.013285353461317633
2018-03-06,-0.0028780845614890917,-0.018404237235635938,0.012192167332506477
2018-03-07,-0.0030649896614316084,-0.019540746272474957,0.012960359764828192
2018-03-08,-0.0031310564093330806,-0.01846493827910236,0.013294605729970923
2018-03-09,-0.0025692691992780007,-0.018593497693602586,0.011544532323549557
2018-03-12,-0.0022994780456308157,-0.017295126501337826,0.01302169367626542
2018-03-13,-0.0018229603304881037,-0.0174157681886449,0.013967574068106385
2018-03-14,-0.0018023440780128089,-0.01767903418935538,0.013208817423487194
2018-03-15,-0.0016763565110161417,-0.017565940803349986,0.014624406471882965
2018-03-16,-0.0009410697577453969,-0.016607996962286257,0.01474014470933764
2018-03-19,-0.0002875155458079543,-0.016894790086309276,0.015243647972783282
2018-03-20,0.00026500183495875487,-0.016994470248932202,0.01679885316529953
2018-03-21,0.00033365477510447286,-0.01486544506809427,0.017277167591819454
2018-03-22,0.0004792509049548468,-0.014508289787502507,0.01702462231272366
2018-03-23,0.001205747361442785,-0.0143371086079839,0.016666433244029583
2018-03-26,0.0016699457031340134,-0.01382463595831571,0.016122437721800956
2018-03-27,0.0021096711690579565,-0.013927622080673488,0.017297318164782177
2018-03-28,0.002043985135249506,-0.015392918541086875,0.016793984862044132
2018-03-29,0.002036149126778036,-0.014926601196933103,0.016690617750344947
2018-04-02,0.002478655040969594,-0.012698763074671387,0.018836636806610404
2018-04-03,0.0027128680273485876,-0.013509844231207671,0.018794876809165324
2018-04-04,0.002440431495347924,-0.012974990143956628,0.018807765842092563
2018-04-05,0.0022275713742765458,-0.013943377602552189,0.019074726594813834
2018-04-06,0.002583767341410615,-0.012922513085297575,0.018396587109195176
2018-04-09,0.0019207362021600692,-0.013940135315178646,0.017992672677019032
2018-04-10,0.0019967266718037757,-0.012783247913409746,0.01717597542428216
2018-04-11,0.001581357173519921,-0.013614268345483477,0.016509029338976373
2018-04-12,0.0012421687470288742,-0.014726920853417426,0.016087058233075314
2018-04-13,0.0014896567733212996,-0.014180175335250702,0.01627107604423667
2018-04-16,0.0006119943367997511,-0.015390886763780526,0.015987179270723025
2018-04-17,0.0006541480058380863,-0.015157714187127285,0.01581318535961757
2018-04-18,0.00022343603101929047,-0.01475264622420434,0.01581378319931019
2018-04-19,-0.00011315001714156791,-0.01564177607006148,0.014750787712216726
2018-04-20,0.00015414635913616956,-0.016020481180841397,0.016233753338875414
2018-04-23,-0.0005705623738622681,-0.015736303199555508,0.01427980483471448
2018-04-24,-0.00045008628812709004,-0.014692041627470578,0.015002557977394002
2018-04-25,-0.0007909480245563414,-0.01656674846027533,0.015530398981027583
2018-04-26,-0.0010275312497716933,-0.017058014155133503,0.01324580894645755
2018-04-27,-0.0006514908306628499,-0.015413092160185778,0.0152273166158774
2018-04-30,-0.0010118960082946197,-0.016280204977001923,0.014760138455230375
2018-05-01,-0.0007621026574656897,-0.01644605558100893,0.013822033096449068
2018-05-02,-0.0009720911239890491,-0.016512714317988977,0.014718049002981426
2018-05-03,-0.0010776538383781794,-0.01549013363486336,0.014149510771483664
2018-05-04,-0.0005718338688258337,-0.016604127755323633,0.014637822899376665
2018-05-07,-0.0005638473915414305,-0.016990834255068803,0.014589181917342351
2018-05-08,-0.00020258474848381617,-0.015620135483336206,0.016898996987932596
2018-05-09,-0.0003088449273348447,-0.015699711827552042,0.01556174602704782
2018-05-10,-0.00031959425616282433,-0.016727456454470425,0.01594723029238084
2018-05-11,0.0002710115744905626,-0.016450326242827065,0.016818817632304653
2018-05-14,0.0004632425203710297,-0.015234494806184485,0.016225261691712015
2018-05-15,0.0008597276099602969,-0.015668780339976516,0.016371390556648904
2018-05-16,0.0007744874571263805,-0.015054387639742838,0.01555312631037518
2018-05-17,0.0007701111673583849,-0.014742311390917329,0.016713399669619405
2018-05-18,0.0013521691799952265,-0.014204150314925112,0.01664416429540284
2018-05-21,0.0014293917906450433,-0.015196784260208075,0.018055103925297068
2018-05-22,0.001758866839056826,-0.013154311883284092,0.016275282482399744
2018-05-23,0.0015934013250418725,-0.014590196380952132,0.01847326102592374
2018-05-24,0.0014966060347231021,-0.014133434906993994,0.017582515565970097
2018-05-25,0.0019753039098150344,-0.014701114388503253,0.01834180489381758
2018-05-29,0.0018916816195274598,-0.013965197001300028,0.018712636384114856
2018-05-30,0.001594154566782016,-0.013867718857594418,0.01745353989647018
2018-05-31,0.0013658907033998365,-0.015006257619441929,0.016618798559161388
2018-06-01,0.0017160537664334243,-0.013269419285767702,0.01637660674870705
2018-06-04,0.0010887404968694253,-0.013686487348407753,0.017602519117144857
2018-06-05,0.001194121020919683,-0.01406703590513567,0.016744717026528813
2018-06-06,0.0008168498225272431,-0.014756319024262273,0.01611611571021824
2018-06-07,0.0005245568609551013,-0.015649696424182215,0.016498796367992757
2018-06-08,0.0008278822273794905,-0.01528311741955994,0.017190416766218394
2018-06-11,0.00017320319070554578,-0.014460835862768919,0.015377326205617705
2018-06-12,0.0003087075867255623,-0.015378340346070357,0.01501981074504454
2018-06-13,-1.902769053326904e-05,-0.014963270919935597,0.014674301338946014
2018-06-14,-0.00024310662874230376,-0.014574377504173558,0.017346936205910764
2018-06-15,0.0001459738810065652,-0.015182698721880479,0.01603264823105365
2018-06-18,-0.00016325469672187707,-0.016953262501080715,0.016342377442078938
2018-06-19,0.00010941368623228502,-0.01723764143617733,0.015592632870559424
2018-06-20,-7.454646916588018e-05,-0.0155015742426755,0.01481235478935782
2018-06-21,-0.00015119322662436293,-0.01532262322834932,0.016306713884096612
2018-06-22,0.0003858942778505038,-0.01581054315861776,0.0163126429367036
2018-06-25,0.0004927868549306296,-0.015634866302442717,0.01537615651750365
2018-06-26,0.0008847216006237189,-0.014973159866871515,0.016315035100174596
2018-06-27,0.000805633251442877,-0.01575221957324017,0.015528939992120586
2018-06-28,0.0008170357131646847,-0.01460527008109486,0.018397041210844504
2018-06-29,0.0014232572264010947,-0.013654034296785984,0.019048017692992154
2018-07-02,0.001609195236400154,-0.01413737562449142,0.018155253518177338
2018-07-03,0.0019820190453462023,-0.013435868197330933,0.018163107015369655
2018-07-05,0.0018082677615751882,-0.013570455646072942,0.018174551640183625
2018-07-06,0.0023293981787512637,-0.012982984272868264,0.01876511680471505
2018-07-09,0.0021528219414351695,-0.013597905498459193,0.01824296845350114
2018-07-10,0.0023772763347941067,-0.013678373330715487,0.018369811066942385
2018-07-11,0.002099022708477326,-0.013600173038139901,0.016237064906240897
2018-07-12,0.0018835693158573406,-0.015040097689900207,0.018586601642153786
2018-07-13,0.0022398669153713214,-0.012731237836600686,0.018843954111460094
2018-07-16,0.0015910823181944612,-0.014248563991735217,0.017073217225980406
2018-07-17,0.0016767402379497442,-0.01481196945953636,0.017527034227234357
2018-07-18,0.0012740957550991415,-0.014095621921122445,0.017196608358526443
2018-07-19,0.0009512766114413542,-0.015489824861634095,0.015801245545743546
2018-07-20,0.0012194699596592903,-0.014329452230225826,0.01673709792947506
2018-07-23,0.00043754067523673734,-0.014730862745318034,0.015702042841408855
2018-07-24,0.0005252448647591764,-0.015919412533815642,0.015412431974853367
2018-07-25,0.00014790096806966595,-0.014889906167965601,0.014791774864000674
2018-07-26,-0.00012713067303154807,-0.01623001439846574,0.016005202681176958
2018-07-27,0.00021006230568957783,-0.015372509864669292,0.01589219801513877
2018-07-30,-0.00025723307045630176,-0.016292389942900238,0.015169932154773852
2018-07-31,-3.7275999629678754e-05,-0.016070341621251524,0.015419613269073155
2018-08-01,-0.00027369834140312035,-0.01668553733470449,0.014523611494174705
2018-08-02,-0.0004024643229555728,-0.01541681877784779,0.01502410044189564
2018-08-03,8.291214706139744e-05,-0.015110700769046458,0.01566902640465144
2018-08-06,3.756321870591233e-05,-0.01605363727146676,0.014684956090605519
2018-08-07,0.0003798640828016138,-0.015567947658412287,0.01549921866753428
2018-08-08,0.0002518064098660411,-0.014719374443934325,0.015369925939222382
2018-08-09,0.00021500424732239084,-0.015975619454965284,0.015459868983096297
2018-08-10,0.0007739163970818977,-0.013825275378961862,0.016893196147919214
2018-08-13,0.0008250828067030242,-0.015116620751575917,0.016348192336376514
2018-08-14,0.0011561079220252222,-0.014100118510553917,0.01779365463797325
2018-08-15,0.0009952531895138918,-0.01501777847614523,0.01635162650812175
2018-08-16,0.0009049868673617536,-0.014562485083303035,0.017431072397414395
2018-08-17,0.0013910797765029708,-0.015066072637577643,0.017094113952959594
2018-08-20,0.0011268204708095256,-0.015120302439068837,0.01689605463427432
2018-08-21,0.001328426081158452,-0.014072050780842693,0.016493631631683266
2018-08-22,0.0010306535475552475,-0.015590404558503966,0.01662349334408623
2018-08-23,0.0007989858415190362,-0.014652625431338271,0.01606637435004255
2018-08-24,0.0011422633359544528,-0.013713653722390346,0.016461801822294165
2018-08-27,0.00047110927586696636,-0.015071435295607742,0.016475702394378
2018-08-28,0.0005535897922503983,-0.015134068898536947,0.01553929775939344
2018-08-29,0.00014904937184462936,-0.014474400508115161,0.0153844903983835
2018-08-30,-0.0001750105624144199,-0.01629012814754658,0.01587956893207896
2018-08-31,9.191473994340539e-05,-0.016031797887449836,0.015016415908402483
2018-09-04,-0.0006222395669507079,-0.01568612389410603,0.015463411380491062
2018-09-05,-0.0010118583524259326,-0.01626856388134708,0.01459421775727351
2018-09-06,-0.0013033542005985643,-0.01596365024706612,0.01342671504317063
2018-09-07,-0.000987303829448238,-0.018068080167542626,0.014623077069748108
2018-09-10,-0.0015490522057990392,-0.01703135592897506,0.014839403399765885
2018-09-11,-0.0013711303997069138,-0.017161027181880714,0.012516413140115843
2018-09-12,-0.001654530352427878,-0.01866704032881583,0.013625277293737822
2018-09-13,-0.001834735094455719,-0.017670795103766696,0.013074610034300639
2018-09-14,-0.0014045858735523202,-0.017061168222049474,0.014667483036476584
2018-09-17,-0.0016288648857180205,-0.01675860639622488,0.014150190667637062
2018-09-18,-0.001346630079708528,-0.016832196596368514,0.01387061422420346
2018-09-19,-0.0015326180279966457,-0.017950987587022404,0.014005121947542852
2018-09-20,-0.0016236481415232455,-0.01682717669443756,0.013624608969243267
2018-09-21,-0.0011136313490344649,-0.016577484788737433,0.014431733438127608
2018-09-24,-0.0011606199618788872,-0.017194960620336538,0.013570591717560733
2018-09-25,-0.0008408015882275743,-0.01649791863080497,0.014743402002285943
2018-09-26,-0.000999657500976804,-0.016423193126011575,0.013293319829846894
2018-09-27,-0.0010734549702685996,-0.01615518685706053,0.014643706515445937
2018-09-28,-0.0005553416614693576,-0.01610012339560432,0.01520083714698281
2018-10-01,-0.0006227300773168146,-0.01630049201820917,0.015352817043156377
2018-10-02,-0.00032064953556390453,-0.01617832081106611,0.01640669906525335
2018-10-03,-0.0005005721065552316,-0.01599398280126774,0.015383648666833645
2018-10-04,-0.0005974627103341804,-0.016103752272879003,0.014296055904217184
2018-10-05,-0.00010320420469501655,-0.015776268727551508,0.016796483622958092
2018-10-08,-0.0002352947977581881,-0.016093606839785585,0.015590869766500554
2018-10-09,5.0728818022584016e-05,-0.01499541607920423,0.016324969137583443
2018-10-10,-0.00014124838109591314,-0.015755278175175958,0.014999182379964745
2018-10-11,-0.0002456906188345047,-0.015314710193554957,0.01609062015499494
2018-10-12,0.0002458449938351854,-0.016396001943657125,0.015905393648445315
2018-10-15,0.00013521269401102227,-0.0138608102202673,0.016395072486989782
2018-10-16,0.0004376635872962824,-0.015928373477624564,0.016047443058884607
2018-10-17,0.00026608277746517466,-0.016525058026979067,0.016243337537317118
2018-10-18,0.0001854186225202772,-0.015085662622366918,0.01613050832272279
2018-10-19,0.0007034292478282946,-0.016226595064012615,0.0160538197670745
2018-10-22,0.0006805454368301145,-0.014858910726557864,0.016153888473039595
2018-10-23,0.0010122162045149846,-0.014322472824188524,0.016722163122695748
2018-10-24,0.0008684195462190288,-0.013970112244326647,0.017175550091592218
2018-10-25,0.0008132806162036046,-0.015601105559274958,0.017340445451587236
2018-10-26,0.0013537776614638056,-0.01513008701036402,0.01670110775047489
2018-10-29,0.0013732486565194687,-0.014828776504501063,0.016829156291301276
2018-10-30,0.0017087571114982206,-0.013460250390157644,0.01813816955392962
2018-10-31,0.0015629134801842931,-0.013077538241381113,0.017492557698430593
2018-11-01,0.001499530399278662,-0.014007120892865712,0.016124075425637444
2018-11-02,0.002025363689899345,-0.013109879542972604,0.017639051399156464
2018-11-05,0.0019614044146657947,-0.013848695939553537,0.018528510973713063
2018-11-06,0.002256056741183768,-0.01324187396290305,0.01912724806798522
2018-11-07,0.002063071193669814,-0.013894935029585975,0.017671869636695856
2018-11-08,0.001946504343442362,-0.013917846286291837,0.01702005546743816
2018-11-09,0.002413416861184736,-0.013005667858359136,0.016698855889737785
2018-11-12,0.0021421515210424675,-0.013724767309776752,0.01738631455825825
2018-11-13,0.002359068891038797,-0.01313619003729032,0.018282302952548724
2018-11-14,0.002084927016986081,-0.0134374925352908,0.017706059988337842
2018-11-15,0.0018843899982636306,-0.014427067413648288,0.01737783015574287
